placement,augments,traits,champions
2,"['A Cut Above', 'Freljord Soul', 'Healing Orbs I']","[('Freljord', '4'), ('Darkin', '1'), ('Redeemer', '1'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2'), ('Juggernaut', '2'), ('Shadow Isles', '2'), ('Slayer', '2')]","[('Renekton', '2'), ('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '3'), ('Nasus', '2'), ('Gwen', '2'), ('Sejuani', '2'), ('Senna', '1'), ('Aatrox', '1')]"
5,"['Cybernetic Bulk I', 'Social Distancing I', 'Sorcerer Crest']","[('Empress', '1'), ('Wanderer', '1'), ('Sorcerer', '4'), ('Strategist', '3'), ('Void', '3'), ('Invoker', '2'), ('Multicaster', '2')]","[('Malzahar', '2'), ('Swain', '2'), ('Teemo', '2'), (""Vel'Koz"", '2'), ('Shen', '1'), ('Jarvan IV', '1'), (""Bel'Veth"", '1'), ('Ryze: Freljord', '2')]"
6,"['Jeweled Lotus I', 'Portable Forge']","[('Technogenius', '1'), ('Slayer', '3'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Kled', '2'), ('Jarvan IV', '1'), ('Gwen', '1'), ('Heimerdinger', '1')]"
6,"['Two Healthy', 'The Boss', 'Ascension']","[('Invoker', '4'), ('Ionia', '3'), ('Challenger', '2'), ('Juggernaut', '2')]","[('Sett', '2'), ('Warwick', '2'), ('Soraka', '3'), ('Karma', '2'), ('Lissandra', '2'), ('Shen', '1'), (""Kai'Sa"", '2')]"
8,"['Idealism', 'Know Your Enemy', 'Jeweled Lotus II']","[('Darkin', '1'), ('Challenger', '4'), ('Ionia', '3'), ('Juggernaut', '2'), ('Shadow Isles', '2'), ('Slayer', '2')]","[('Irelia', '2'), ('Warwick', '1'), ('Kalista', '2'), ('Yasuo', '1'), ('Shen', '1'), ('Gwen', '1'), ('Aatrox', '1')]"
5,"['Red Buff', 'Long Distance Pals II']","[('Challenger', '6'), ('Darkin', '1'), ('Ionia', '3'), ('Juggernaut', '2')]","[('Samira', '2'), ('Irelia', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Aatrox', '1')]"
5,"['The Boss', 'Long Distance Pals II', 'Harmacist II']","[('Darkin', '1'), ('Challenger', '4'), ('Ionia', '3'), ('Juggernaut', '3'), ('Shadow Isles', '2'), ('Slayer', '2')]","[('Sett', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Gwen', '2'), ('Aatrox', '1')]"
1,"['Slayer Crest', 'Think Fast', 'Indomitable Will']","[('Slayer', '6'), ('Darkin', '1'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Kayle', '2'), ('Kled', '2'), ('Zed', '3'), ('Katarina', '2'), ('Darius', '3'), ('Shen', '2'), ('Gwen', '2'), ('Ahri', '1'), ('Aatrox', '1')]"
3,"['Double Trouble III', 'Jeweled Lotus I', 'Know Your Enemy']","[('Noxus', '3'), ('Multicaster', '2'), ('Strategist', '2')]","[('Kled', '1'), ('Swain', '2'), ('Sett', '2'), ('Taliyah', '2'), ('Swain', '3'), ('Sett', '3'), ('Taliyah', '3'), ('Teemo', '3'), ('Sion', '1')]"
5,"['Total Domination', 'Juggernaut Crown', 'Portable Forge']","[('Noxus', '6'), ('Darkin', '1'), ('Redeemer', '1'), ('Slayer', '3'), ('Juggernaut', '3'), ('Shadow Isles', '2')]","[('Samira', '3'), ('Swain', '2'), ('Kled', '2'), ('Katarina', '2'), ('Darius', '2'), ('Gwen', '2'), ('Senna', '2'), ('Sion', '2'), ('Aatrox', '2')]"
2,"['A Cut Above', 'Freljord Soul', 'Healing Orbs I']","[('Freljord', '4'), ('Darkin', '1'), ('Redeemer', '1'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2'), ('Juggernaut', '2'), ('Shadow Isles', '2'), ('Slayer', '2')]","[('Renekton', '2'), ('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '3'), ('Nasus', '2'), ('Gwen', '2'), ('Sejuani', '2'), ('Senna', '1'), ('Aatrox', '1')]"
5,"['Cybernetic Bulk I', 'Social Distancing I', 'Sorcerer Crest']","[('Empress', '1'), ('Wanderer', '1'), ('Sorcerer', '4'), ('Strategist', '3'), ('Void', '3'), ('Invoker', '2'), ('Multicaster', '2')]","[('Malzahar', '2'), ('Swain', '2'), ('Teemo', '2'), (""Vel'Koz"", '2'), ('Shen', '1'), ('Jarvan IV', '1'), (""Bel'Veth"", '1'), ('Ryze: Freljord', '2')]"
6,"['Jeweled Lotus I', 'Portable Forge']","[('Technogenius', '1'), ('Slayer', '3'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Kled', '2'), ('Jarvan IV', '1'), ('Gwen', '1'), ('Heimerdinger', '1')]"
6,"['Two Healthy', 'The Boss', 'Ascension']","[('Invoker', '4'), ('Ionia', '3'), ('Challenger', '2'), ('Juggernaut', '2')]","[('Sett', '2'), ('Warwick', '2'), ('Soraka', '3'), ('Karma', '2'), ('Lissandra', '2'), ('Shen', '1'), (""Kai'Sa"", '2')]"
5,"['Rogue Crown', 'Rogue Heart', 'Vampiric Blades']","[('Rogue', '4'), ('Darkin', '1'), ('Slayer', '4'), ('Ionia', '3'), ('Juggernaut', '3'), ('Noxus', '3')]","[('Kled', '2'), ('Zed', '3'), ('Sett', '3'), ('Katarina', '2'), ('Darius', '2'), ('Shen', '1'), ('Gwen', '1'), ('Aatrox', '1')]"
6,"['Endurance Training', 'Two Healthy', 'You Have My Sword']","[('Slayer', '3'), ('Ionia', '3'), ('Challenger', '2'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Sett', '2'), ('Kled', '2'), ('Warwick', '2'), ('Zed', '3'), ('Katarina', '2'), ('Gwen', '1'), ('Yasuo', '2')]"
1,"['Medium Forge', 'Unified Resistance II']","[('Ionia', '6'), ('Technogenius', '1'), ('Bastion', '2'), ('Challenger', '2'), ('Invoker', '2'), ('Sorcerer', '2')]","[('ApexTurret', 0), ('Irelia', '2'), ('Sett', '1'), ('Taric', '2'), ('Karma', '2'), ('Shen', '2'), ('Yasuo', '2'), ('Shen', '2'), ('Ahri', '1'), ('Heimerdinger', '2')]"
3,"['Large Forge', 'Martyr']","[('Darkin', '1'), ('Challenger', '4'), ('Ionia', '3'), ('Invoker', '2'), ('Juggernaut', '2'), ('Shadow Isles', '2'), ('Slayer', '2')]","[('Warwick', '2'), ('Karma', '2'), ('Kalista', '2'), ('Gwen', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Gwen', '2'), ('Aatrox', '1')]"
3,"['Cybernetic Bulk I', 'Masterful Job']","[('Ionia', '6'), ('Challenger', '4'), ('Bastion', '2'), ('Invoker', '2'), ('Juggernaut', '2'), ('Sorcerer', '2')]","[('Sett', '2'), ('Warwick', '2'), ('Taric', '2'), ('Karma', '2'), ('Kalista', '2'), ('Yasuo', '2'), ('Shen', '2'), ('Ahri', '2')]"
3,"['Small Forge', 'Unified Resistance II']","[('Challenger', '6'), ('Redeemer', '1'), ('Technogenius', '1'), ('Ionia', '3'), ('Shadow Isles', '3')]","[('ApexTurret', 0), ('Irelia', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Gwen', '2'), ('Senna', '1'), ('Heimerdinger', '2')]"
3,"['Large Forge', 'Mana Burn']","[('Ionia', '6'), ('Empress', '1'), ('Challenger', '4'), ('Bastion', '2'), ('Invoker', '2'), ('Juggernaut', '2')]","[('Irelia', '2'), ('Warwick', '1'), ('Sett', '2'), ('Karma', '1'), ('Shen', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), (""Bel'Veth"", '1'), (""K'Sante"", '1')]"
5,"['Challenger Heart', 'Combat Caster']","[('Challenger', '6'), ('Ionia', '3'), ('Juggernaut', '2'), ('Shadow Isles', '2'), ('Zaun', '2')]","[('Irelia', '1'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Urgot', '1'), ('Yasuo', '2'), (""Kai'Sa"", '2'), ('Gwen', '2')]"
5,"['Small Forge', 'Long Distance Pals II']","[('Sorcerer', '6'), ('Demacia', '3'), ('Bastion', '2'), ('Multicaster', '2'), ('Strategist', '2')]","[('Swain', '2'), (""Vel'Koz"", '2'), ('Sona', '2'), ('Taric', '2'), ('Shen', '1'), ('Lux', '2'), ('Jarvan IV', '2'), ('Ahri', '1')]"
2,"['Social Distancing I', 'Social Distancing II']","[('Freljord', '3'), ('Wanderer', '1'), ('Shurima', '3'), ('Deadeye', '2'), ('Invoker', '2'), ('Strategist', '2')]","[('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '3'), ('Nasus', '2'), ('Azir', '2'), ('Jarvan IV', '2'), ('Sejuani', '2'), ('Ryze: Freljord', '2')]"
5,"['Rogue Crown', 'Rogue Heart', 'Vampiric Blades']","[('Rogue', '4'), ('Darkin', '1'), ('Slayer', '4'), ('Ionia', '3'), ('Juggernaut', '3'), ('Noxus', '3')]","[('Kled', '2'), ('Zed', '3'), ('Sett', '3'), ('Katarina', '2'), ('Darius', '2'), ('Shen', '1'), ('Gwen', '1'), ('Aatrox', '1')]"
6,"['Endurance Training', 'Two Healthy', 'You Have My Sword']","[('Slayer', '3'), ('Ionia', '3'), ('Challenger', '2'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Sett', '2'), ('Kled', '2'), ('Warwick', '2'), ('Zed', '3'), ('Katarina', '2'), ('Gwen', '1'), ('Yasuo', '2')]"
1,"['Medium Forge', 'Unified Resistance II']","[('Ionia', '6'), ('Technogenius', '1'), ('Bastion', '2'), ('Challenger', '2'), ('Invoker', '2'), ('Sorcerer', '2')]","[('ApexTurret', 0), ('Irelia', '2'), ('Sett', '1'), ('Taric', '2'), ('Karma', '2'), ('Shen', '2'), ('Yasuo', '2'), ('Shen', '2'), ('Ahri', '1'), ('Heimerdinger', '2')]"
3,"['Large Forge', 'Martyr']","[('Darkin', '1'), ('Challenger', '4'), ('Ionia', '3'), ('Invoker', '2'), ('Juggernaut', '2'), ('Shadow Isles', '2'), ('Slayer', '2')]","[('Warwick', '2'), ('Karma', '2'), ('Kalista', '2'), ('Gwen', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Gwen', '2'), ('Aatrox', '1')]"
3,"['Cybernetic Bulk I', 'Masterful Job']","[('Ionia', '6'), ('Challenger', '4'), ('Bastion', '2'), ('Invoker', '2'), ('Juggernaut', '2'), ('Sorcerer', '2')]","[('Sett', '2'), ('Warwick', '2'), ('Taric', '2'), ('Karma', '2'), ('Kalista', '2'), ('Yasuo', '2'), ('Shen', '2'), ('Ahri', '2')]"
3,"['Small Forge', 'Unified Resistance II']","[('Challenger', '6'), ('Redeemer', '1'), ('Technogenius', '1'), ('Ionia', '3'), ('Shadow Isles', '3')]","[('ApexTurret', 0), ('Irelia', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Gwen', '2'), ('Senna', '1'), ('Heimerdinger', '2')]"
3,"['Large Forge', 'Mana Burn']","[('Ionia', '6'), ('Empress', '1'), ('Challenger', '4'), ('Bastion', '2'), ('Invoker', '2'), ('Juggernaut', '2')]","[('Irelia', '2'), ('Warwick', '1'), ('Sett', '2'), ('Karma', '1'), ('Shen', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), (""Bel'Veth"", '1'), (""K'Sante"", '1')]"
5,"['Challenger Heart', 'Combat Caster']","[('Challenger', '6'), ('Ionia', '3'), ('Juggernaut', '2'), ('Shadow Isles', '2'), ('Zaun', '2')]","[('Irelia', '1'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Urgot', '1'), ('Yasuo', '2'), (""Kai'Sa"", '2'), ('Gwen', '2')]"
5,"['Small Forge', 'Long Distance Pals II']","[('Sorcerer', '6'), ('Demacia', '3'), ('Bastion', '2'), ('Multicaster', '2'), ('Strategist', '2')]","[('Swain', '2'), (""Vel'Koz"", '2'), ('Sona', '2'), ('Taric', '2'), ('Shen', '1'), ('Lux', '2'), ('Jarvan IV', '2'), ('Ahri', '1')]"
2,"['Social Distancing I', 'Social Distancing II']","[('Freljord', '3'), ('Wanderer', '1'), ('Shurima', '3'), ('Deadeye', '2'), ('Invoker', '2'), ('Strategist', '2')]","[('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '3'), ('Nasus', '2'), ('Azir', '2'), ('Jarvan IV', '2'), ('Sejuani', '2'), ('Ryze: Freljord', '2')]"
5,"['Long Distance Pals II', 'Sorcerer Crest', 'Jeweled Lotus III']","[('Sorcerer', '6'), ('Void', '3'), ('Bastion', '2'), ('Strategist', '2')]","[('Malzahar', '2'), ('Swain', '1'), (""Vel'Koz"", '2'), ('Taric', '2'), ('Jarvan IV', '1'), ('Lux', '2'), ('Shen', '2'), (""Kai'Sa"", '2')]"
6,"['Medium Forge', 'Harmacist III']","[('Ionia', '6'), ('Challenger', '4'), ('Invoker', '2'), ('Juggernaut', '2'), ('Sorcerer', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Karma', '2'), ('Shen', '1'), ('Yasuo', '2'), (""Kai'Sa"", '2'), ('Ahri', '1')]"
7,"['Small Forge', 'Social Distancing II']","[('Technogenius', '1'), ('Strategist', '3'), ('Shurima', '3'), ('Sorcerer', '2')]","[('ApexTurret', 0), ('Swain', '2'), ('Taliyah', '2'), ('Jarvan IV', '1'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2'), ('Heimerdinger', '1')]"
8,[],"[('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2'), ('Slayer', '2')]","[('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Katarina', '2'), ('Darius', '2'), ('Shen', '1')]"
8,"['Medium Forge', 'Titanic Strength']","[('Freljord', '3'), ('Empress', '1'), ('Bruiser', '4'), ('Void', '3')]","[(""Cho'Gath"", '2'), ('Ashe', '1'), (""Rek'Sai"", '2'), ('Lissandra', '2'), ('Sejuani', '1'), (""Bel'Veth"", '1'), ('Sion', '1')]"
6,"['Challenger Crown', 'Large Forge', 'Social Distancing III']","[('Challenger', '6'), ('Empress', '1'), ('Ionia', '4'), ('Invoker', '2')]","[('Irelia', '2'), ('Warwick', '2'), ('Karma', '1'), ('Kalista', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), (""Bel'Veth"", '1')]"
6,"['Medium Forge', 'Capricious Forge']","[('Technogenius', '1'), ('Strategist', '3'), ('Shurima', '3'), ('Deadeye', '2'), ('Freljord', '2')]","[('ApexTurret', 0), ('Ashe', '2'), ('Swain', '2'), ('Akshan', '2'), ('Nasus', '1'), ('Nasus', '1'), ('Sejuani', '1'), ('Jarvan IV', '2'), ('Azir', '2'), ('Jarvan IV', '2'), ('Heimerdinger', '1')]"
2,"['Small Forge', 'Challenger Crown']","[('Challenger', '6'), ('Empress', '1'), ('Technogenius', '1'), ('Ionia', '3'), ('Juggernaut', '2')]","[('ApexTurret', 0), ('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), (""Kai'Sa"", '2'), ('Heimerdinger', '1'), (""Bel'Veth"", '2')]"
2,"['Unified Resistance I', 'Medium Forge', 'Ionia Crest']","[('Ionia', '9'), ('Empress', '1'), ('Challenger', '2'), ('Invoker', '2')]","[('Jhin', '2'), ('Irelia', '2'), ('Sett', '3'), ('Karma', '2'), ('Yasuo', '2'), ('Shen', '2'), ('Sion', '1'), (""Bel'Veth"", '2'), ('Ahri', '2')]"
4,"['Unified Resistance I', 'Job Well Done']","[('Noxus', '6'), ('Juggernaut', '2'), ('Rogue', '2'), ('Slayer', '2')]","[('Cassiopeia', '2'), ('Samira', '2'), ('Zed', '1'), ('Swain', '2'), ('Kled', '2'), ('Katarina', '3'), ('Darius', '3'), ('Nasus', '2')]"
5,"['Long Distance Pals II', 'Sorcerer Crest', 'Jeweled Lotus III']","[('Sorcerer', '6'), ('Void', '3'), ('Bastion', '2'), ('Strategist', '2')]","[('Malzahar', '2'), ('Swain', '1'), (""Vel'Koz"", '2'), ('Taric', '2'), ('Jarvan IV', '1'), ('Lux', '2'), ('Shen', '2'), (""Kai'Sa"", '2')]"
6,"['Medium Forge', 'Harmacist III']","[('Ionia', '6'), ('Challenger', '4'), ('Invoker', '2'), ('Juggernaut', '2'), ('Sorcerer', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Karma', '2'), ('Shen', '1'), ('Yasuo', '2'), (""Kai'Sa"", '2'), ('Ahri', '1')]"
7,"['Small Forge', 'Social Distancing II']","[('Technogenius', '1'), ('Strategist', '3'), ('Shurima', '3'), ('Sorcerer', '2')]","[('ApexTurret', 0), ('Swain', '2'), ('Taliyah', '2'), ('Jarvan IV', '1'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2'), ('Heimerdinger', '1')]"
8,[],"[('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2'), ('Slayer', '2')]","[('Sett', '2'), ('Kled', '2'), ('Zed', '3'), ('Katarina', '2'), ('Darius', '2'), ('Shen', '1')]"
8,"['Medium Forge', 'Titanic Strength']","[('Freljord', '3'), ('Empress', '1'), ('Bruiser', '4'), ('Void', '3')]","[(""Cho'Gath"", '2'), ('Ashe', '1'), (""Rek'Sai"", '2'), ('Lissandra', '2'), ('Sejuani', '1'), (""Bel'Veth"", '1'), ('Sion', '1')]"
6,"['Challenger Crown', 'Large Forge', 'Social Distancing III']","[('Challenger', '6'), ('Empress', '1'), ('Ionia', '4'), ('Invoker', '2')]","[('Irelia', '2'), ('Warwick', '2'), ('Karma', '1'), ('Kalista', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), (""Bel'Veth"", '1')]"
6,"['Medium Forge', 'Capricious Forge']","[('Technogenius', '1'), ('Strategist', '3'), ('Shurima', '3'), ('Deadeye', '2'), ('Freljord', '2')]","[('ApexTurret', 0), ('Ashe', '2'), ('Swain', '2'), ('Akshan', '2'), ('Nasus', '1'), ('Nasus', '1'), ('Sejuani', '1'), ('Jarvan IV', '2'), ('Azir', '2'), ('Jarvan IV', '2'), ('Heimerdinger', '1')]"
2,"['Small Forge', 'Challenger Crown']","[('Challenger', '6'), ('Empress', '1'), ('Technogenius', '1'), ('Ionia', '3'), ('Juggernaut', '2')]","[('ApexTurret', 0), ('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), (""Kai'Sa"", '2'), ('Heimerdinger', '1'), (""Bel'Veth"", '2')]"
2,"['Unified Resistance I', 'Medium Forge', 'Ionia Crest']","[('Ionia', '9'), ('Empress', '1'), ('Challenger', '2'), ('Invoker', '2')]","[('Jhin', '2'), ('Irelia', '2'), ('Sett', '3'), ('Karma', '2'), ('Yasuo', '2'), ('Shen', '2'), ('Sion', '1'), (""Bel'Veth"", '2'), ('Ahri', '2')]"
4,"['Unified Resistance I', 'Job Well Done']","[('Noxus', '6'), ('Juggernaut', '2'), ('Rogue', '2'), ('Slayer', '2')]","[('Cassiopeia', '2'), ('Samira', '2'), ('Zed', '1'), ('Swain', '2'), ('Kled', '2'), ('Katarina', '3'), ('Darius', '3'), ('Nasus', '2')]"
2,"['Gifts from the Fallen', 'Large Forge', ""Job's Done""]","[('Technogenius', '1'), ('Strategist', '3'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2')]","[('ApexTurret', 0), ('Teemo', '1'), ('Taliyah', '2'), ('Garen', '2'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2'), ('Jarvan IV', '2'), ('Heimerdinger', '1')]"
2,"['Small Forge', 'Gifts from the Fallen']","[('Ionia', '6'), ('Technogenius', '1'), ('Challenger', '4'), ('Invoker', '2'), ('Juggernaut', '2')]","[('ApexTurret', 0), ('Irelia', '2'), ('Zed', '2'), ('Sett', '2'), ('Warwick', '2'), ('Karma', '2'), ('Shen', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Heimerdinger', '1')]"
8,"['A Cut Above', 'Long Distance Pals II', 'You Have My Sword']","[('Ionia', '6'), ('Challenger', '4'), ('Invoker', '2'), ('Juggernaut', '2')]","[('Irelia', '2'), ('Warwick', '1'), ('Sett', '2'), ('Karma', '2'), ('Jarvan IV', '1'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2')]"
4,"['All That Shimmers', 'Medium Forge', 'Tactical Superiority']","[('Strategist', '4'), ('Technogenius', '1'), ('Demacia', '3'), ('Juggernaut', '3'), ('Shurima', '3'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('ApexTurret', 0), ('Taliyah', '2'), ('Teemo', '2'), ('Swain', '3'), ('Garen', '2'), ('Nasus', '1'), ('Lux', '1'), ('Azir', '1'), ('Jarvan IV', '1'), ('Heimerdinger', '2')]"
1,"['Blood Money', 'Frequent Flier', 'Cybernetic Bulk II']","[('Darkin', '1'), ('Technogenius', '1'), ('Wanderer', '1'), ('Slayer', '4'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '1'), ('Kled', '1'), ('Jarvan IV', '2'), ('Aatrox', '1'), ('Ryze: Freljord', '2'), ('Heimerdinger', '2')]"
6,"['Consistency', 'Medium Forge', 'Gifts from the Fallen']","[('Strategist', '4'), ('Technogenius', '1'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('ApexTurret', 0), ('Swain', '1'), ('Taliyah', '2'), ('Teemo', '2'), ('Garen', '2'), ('Jarvan IV', '1'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2'), ('Heimerdinger', '1')]"
5,"['Unified Resistance I', 'Long Distance Pals II', 'Job Well Done']","[('Strategist', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('Teemo', '1'), ('Swain', '2'), ('Taliyah', '2'), ('Garen', '2'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2'), ('Jarvan IV', '2')]"
7,"['Gargantuan Resolve', 'Radiant Relics']","[('Noxus', '6'), ('Juggernaut', '2')]","[('Samira', '2'), ('Swain', '2'), ('Sett', '2'), ('Kled', '2'), ('Katarina', '2'), ('Darius', '2'), ('Sion', '1')]"
1,"['Small Forge', 'Job Well Done']","[('Slayer', '5'), ('Technogenius', '1'), ('Noxus', '3'), ('Rogue', '2')]","[('ApexTurret', 0), ('Kayle', '1'), ('Kled', '2'), ('Zed', '3'), ('Darius', '2'), ('Katarina', '3'), ('Jarvan IV', '2'), ('Gwen', '2'), ('Heimerdinger', '2')]"
5,"['Ravenous Hunter', 'Indomitable Will', 'Job Well Done']","[('Technogenius', '1'), ('Challenger', '4'), ('Juggernaut', '4'), ('Ionia', '3')]","[('ApexTurret', 0), ('Irelia', '1'), ('Sett', '2'), ('Warwick', '3'), ('Darius', '2'), (""Kai'Sa"", '1'), ('Nasus', '2'), ('Yasuo', '2'), ('Heimerdinger', '1')]"
2,"['Gifts from the Fallen', 'Large Forge', ""Job's Done""]","[('Technogenius', '1'), ('Strategist', '3'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2')]","[('ApexTurret', 0), ('Teemo', '1'), ('Taliyah', '2'), ('Garen', '2'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2'), ('Jarvan IV', '2'), ('Heimerdinger', '1')]"
2,"['Small Forge', 'Gifts from the Fallen']","[('Ionia', '6'), ('Technogenius', '1'), ('Challenger', '4'), ('Invoker', '2'), ('Juggernaut', '2')]","[('ApexTurret', 0), ('Irelia', '2'), ('Zed', '2'), ('Sett', '2'), ('Warwick', '2'), ('Karma', '2'), ('Shen', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Heimerdinger', '1')]"
8,"['A Cut Above', 'Long Distance Pals II', 'You Have My Sword']","[('Ionia', '6'), ('Challenger', '4'), ('Invoker', '2'), ('Juggernaut', '2')]","[('Irelia', '2'), ('Warwick', '1'), ('Sett', '2'), ('Karma', '2'), ('Jarvan IV', '1'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2')]"
4,"['All That Shimmers', 'Medium Forge', 'Tactical Superiority']","[('Strategist', '4'), ('Technogenius', '1'), ('Demacia', '3'), ('Juggernaut', '3'), ('Shurima', '3'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('ApexTurret', 0), ('Taliyah', '2'), ('Teemo', '2'), ('Swain', '3'), ('Garen', '2'), ('Nasus', '1'), ('Lux', '1'), ('Azir', '1'), ('Jarvan IV', '1'), ('Heimerdinger', '2')]"
1,"['Blood Money', 'Frequent Flier', 'Cybernetic Bulk II']","[('Darkin', '1'), ('Technogenius', '1'), ('Wanderer', '1'), ('Slayer', '4'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '1'), ('Kled', '1'), ('Jarvan IV', '2'), ('Aatrox', '1'), ('Ryze: Freljord', '2'), ('Heimerdinger', '2')]"
6,"['Consistency', 'Medium Forge', 'Gifts from the Fallen']","[('Strategist', '4'), ('Technogenius', '1'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('ApexTurret', 0), ('Swain', '1'), ('Taliyah', '2'), ('Teemo', '2'), ('Garen', '2'), ('Jarvan IV', '1'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2'), ('Heimerdinger', '1')]"
5,"['Unified Resistance I', 'Long Distance Pals II', 'Job Well Done']","[('Strategist', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('Teemo', '1'), ('Swain', '2'), ('Taliyah', '2'), ('Garen', '2'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2'), ('Jarvan IV', '2')]"
7,"['Gargantuan Resolve', 'Radiant Relics']","[('Noxus', '6'), ('Juggernaut', '2')]","[('Samira', '2'), ('Swain', '2'), ('Sett', '2'), ('Kled', '2'), ('Katarina', '2'), ('Darius', '2'), ('Sion', '1')]"
1,"['Small Forge', 'Job Well Done']","[('Slayer', '5'), ('Technogenius', '1'), ('Noxus', '3'), ('Rogue', '2')]","[('ApexTurret', 0), ('Kayle', '1'), ('Kled', '2'), ('Zed', '3'), ('Darius', '2'), ('Katarina', '3'), ('Jarvan IV', '2'), ('Gwen', '2'), ('Heimerdinger', '2')]"
5,"['Ravenous Hunter', 'Indomitable Will', 'Job Well Done']","[('Technogenius', '1'), ('Challenger', '4'), ('Juggernaut', '4'), ('Ionia', '3')]","[('ApexTurret', 0), ('Irelia', '1'), ('Sett', '2'), ('Warwick', '3'), ('Darius', '2'), (""Kai'Sa"", '1'), ('Nasus', '2'), ('Yasuo', '2'), ('Heimerdinger', '1')]"
